airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,route_key,price
Air India,kolkata,banglore,1165,2,no info,10,0,9,6,2019,"('kolkata', 'banglore')",12744
Indigo,kolkata,banglore,170,0,no info,5,30,27,3,2019,"('kolkata', 'banglore')",4148
Air India,banglore,delhi,165,0,no info,10,0,21,5,2019,"('banglore', 'delhi')",6961
Jet Airways,banglore,new delhi,1420,1,no info,8,0,1,3,2019,"('banglore', 'new delhi')",22270
Jet Airways,kolkata,banglore,1295,1,in-flight meal not included,20,25,6,6,2019,"('kolkata', 'banglore')",10539
Jet Airways,banglore,delhi,180,0,no info,8,20,1,6,2019,"('banglore', 'delhi')",8016
Indigo,delhi,cochin,630,1,no info,15,0,18,5,2019,"('delhi', 'cochin')",7503
Jet Airways,delhi,cochin,425,2,no info,5,30,27,6,2019,"('delhi', 'cochin')",14441
Indigo,delhi,cochin,575,1,no info,16,0,21,3,2019,"('delhi', 'cochin')",9264
Jet Airways,banglore,new delhi,740,1,no info,8,0,1,3,2019,"('banglore', 'new delhi')",27992
Jet Airways,kolkata,banglore,1540,1,in-flight meal not included,20,25,9,6,2019,"('kolkata', 'banglore')",10539
Indigo,delhi,cochin,575,1,no info,11,25,24,6,2019,"('delhi', 'cochin')",5894
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,6,4,2019,"('banglore', 'delhi')",3919
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,3,6,2019,"('banglore', 'delhi')",3919
Indigo,chennai,kolkata,140,0,no info,19,35,9,5,2019,"('chennai', 'kolkata')",3597
Jet Airways,delhi,cochin,440,2,in-flight meal not included,11,40,18,5,2019,"('delhi', 'cochin')",19644
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,8,25,21,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,19,45,9,6,2019,"('delhi', 'cochin')",10577
Jet Airways,delhi,cochin,1775,2,no info,13,25,27,6,2019,"('delhi', 'cochin')",15339
Air India,delhi,cochin,675,1,no info,8,0,27,5,2019,"('delhi', 'cochin')",9929
Indigo,delhi,cochin,500,1,no info,17,10,15,5,2019,"('delhi', 'cochin')",6979
Multiple Carriers,delhi,cochin,420,1,no info,14,0,15,5,2019,"('delhi', 'cochin')",13727
Jet Airways,delhi,cochin,1760,2,no info,23,5,24,5,2019,"('delhi', 'cochin')",15129
Indigo,banglore,delhi,175,0,no info,18,25,27,4,2019,"('banglore', 'delhi')",4823
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,18,55,1,5,2019,"('kolkata', 'banglore')",8586
Air Asia,delhi,cochin,330,1,no info,7,55,9,5,2019,"('delhi', 'cochin')",6751
Multiple Carriers,delhi,cochin,750,1,no info,13,0,1,6,2019,"('delhi', 'cochin')",7723
Indigo,kolkata,banglore,155,0,no info,15,10,18,3,2019,"('kolkata', 'banglore')",4462
Multiple Carriers,delhi,cochin,510,1,no info,17,0,15,5,2019,"('delhi', 'cochin')",8073
Goair,delhi,cochin,540,1,no info,10,35,24,6,2019,"('delhi', 'cochin')",3876
Multiple Carriers,delhi,cochin,450,1,no info,18,0,12,6,2019,"('delhi', 'cochin')",7198
Jet Airways,delhi,cochin,1100,1,in-flight meal not included,18,15,9,5,2019,"('delhi', 'cochin')",12373
Air India,delhi,cochin,640,1,no info,21,0,9,6,2019,"('delhi', 'cochin')",8372
Jet Airways,delhi,cochin,865,1,in-flight meal not included,14,0,21,3,2019,"('delhi', 'cochin')",7438
Jet Airways,kolkata,banglore,750,1,no info,9,35,6,6,2019,"('kolkata', 'banglore')",14151
Indigo,delhi,cochin,275,1,no info,5,35,3,3,2019,"('delhi', 'cochin')",13753
Air India,banglore,delhi,170,0,no info,13,20,15,5,2019,"('banglore', 'delhi')",5228
Spicejet,chennai,kolkata,140,0,no info,17,45,24,3,2019,"('chennai', 'kolkata')",5418
Jet Airways,kolkata,banglore,1200,1,no info,14,5,12,6,2019,"('kolkata', 'banglore')",13044
Jet Airways,banglore,delhi,175,0,no info,11,10,1,4,2019,"('banglore', 'delhi')",7229
Air India,delhi,cochin,1125,1,no info,13,30,6,3,2019,"('delhi', 'cochin')",11563
Indigo,chennai,kolkata,140,0,no info,7,55,9,6,2019,"('chennai', 'kolkata')",3850
Indigo,delhi,cochin,425,1,no info,5,5,27,4,2019,"('delhi', 'cochin')",7160
Jet Airways,mumbai,hyderabad,90,0,no info,19,35,15,6,2019,"('mumbai', 'hyderabad')",5678
Jet Airways,kolkata,banglore,910,1,in-flight meal not included,18,55,12,5,2019,"('kolkata', 'banglore')",9663
Jet Airways,delhi,cochin,450,1,in-flight meal not included,20,55,18,5,2019,"('delhi', 'cochin')",12373
Spicejet,banglore,new delhi,170,0,no check-in baggage included,5,45,15,3,2019,"('banglore', 'new delhi')",5469
Jet Airways,kolkata,banglore,1575,1,in-flight meal not included,14,5,24,5,2019,"('kolkata', 'banglore')",10844
Spicejet,chennai,kolkata,135,0,no check-in baggage included,9,45,24,5,2019,"('chennai', 'kolkata')",3543
Indigo,chennai,kolkata,140,0,no info,22,5,27,5,2019,"('chennai', 'kolkata')",5277
Jet Airways,delhi,cochin,520,1,in-flight meal not included,19,45,21,3,2019,"('delhi', 'cochin')",5963
Indigo,delhi,cochin,515,1,no info,7,35,27,3,2019,"('delhi', 'cochin')",6442
Indigo,banglore,new delhi,295,1,no info,13,40,1,3,2019,"('banglore', 'new delhi')",8707
Air India,mumbai,hyderabad,80,0,no info,6,20,6,5,2019,"('mumbai', 'hyderabad')",3625
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,1,5,2019,"('banglore', 'delhi')",4030
Jet Airways,kolkata,banglore,1500,1,no info,17,0,9,5,2019,"('kolkata', 'banglore')",10624
Air India,delhi,cochin,1490,2,no info,6,50,21,3,2019,"('delhi', 'cochin')",11071
Spicejet,kolkata,banglore,140,0,no check-in baggage included,22,20,27,3,2019,"('kolkata', 'banglore')",3815
Air India,banglore,delhi,170,0,no info,13,20,6,5,2019,"('banglore', 'delhi')",5228
Air India,delhi,cochin,555,1,no info,10,0,15,6,2019,"('delhi', 'cochin')",11241
Jet Airways,banglore,delhi,165,0,no info,6,0,15,5,2019,"('banglore', 'delhi')",7229
Jet Airways,delhi,cochin,600,1,no info,9,0,12,6,2019,"('delhi', 'cochin')",14714
Goair,delhi,cochin,370,1,no info,7,25,6,4,2019,"('delhi', 'cochin')",4201
Air India,kolkata,banglore,795,1,no info,10,0,1,4,2019,"('kolkata', 'banglore')",7893
Indigo,delhi,cochin,810,1,no info,7,30,12,6,2019,"('delhi', 'cochin')",6093
Air India,kolkata,banglore,1210,2,no info,9,25,24,3,2019,"('kolkata', 'banglore')",12352
Indigo,delhi,cochin,345,1,no info,21,50,21,5,2019,"('delhi', 'cochin')",7189
Jet Airways,banglore,delhi,175,0,no info,11,10,6,6,2019,"('banglore', 'delhi')",8016
Indigo,delhi,cochin,810,1,no info,7,30,6,6,2019,"('delhi', 'cochin')",6093
Vistara,chennai,kolkata,140,0,no info,17,45,24,5,2019,"('chennai', 'kolkata')",11982
Indigo,kolkata,banglore,160,0,no info,21,25,15,6,2019,"('kolkata', 'banglore')",4804
Jet Airways,mumbai,hyderabad,90,0,no info,10,20,3,4,2019,"('mumbai', 'hyderabad')",8040
Indigo,banglore,delhi,170,0,no info,10,10,3,5,2019,"('banglore', 'delhi')",3943
Multiple Carriers,delhi,cochin,930,1,no info,10,0,15,5,2019,"('delhi', 'cochin')",8073
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,2,15,24,6,2019,"('delhi', 'cochin')",10262
Multiple Carriers,delhi,cochin,735,1,no info,8,45,27,6,2019,"('delhi', 'cochin')",7005
Indigo,banglore,delhi,175,0,no info,18,25,6,4,2019,"('banglore', 'delhi')",4823
Air India,kolkata,banglore,1840,2,no info,5,50,9,6,2019,"('kolkata', 'banglore')",12723
Multiple Carriers,delhi,cochin,740,1,no info,6,40,9,6,2019,"('delhi', 'cochin')",10877
Multiple Carriers,delhi,cochin,795,1,no info,6,0,15,5,2019,"('delhi', 'cochin')",8266
Indigo,delhi,cochin,345,1,no info,2,0,24,4,2019,"('delhi', 'cochin')",5241
Spicejet,chennai,kolkata,155,0,no info,9,30,9,3,2019,"('chennai', 'kolkata')",6300
Multiple Carriers,delhi,cochin,780,1,no info,8,0,15,5,2019,"('delhi', 'cochin')",13937
Jet Airways,kolkata,banglore,1285,1,in-flight meal not included,17,0,1,5,2019,"('kolkata', 'banglore')",9314
Air India,banglore,delhi,170,0,no info,13,20,9,6,2019,"('banglore', 'delhi')",6961
Spicejet,kolkata,banglore,150,0,no info,9,0,6,3,2019,"('kolkata', 'banglore')",4096
Jet Airways,banglore,new delhi,450,1,no info,5,45,18,3,2019,"('banglore', 'new delhi')",12284
Multiple Carriers,delhi,cochin,480,1,no info,13,0,9,4,2019,"('delhi', 'cochin')",12537
Indigo,mumbai,hyderabad,90,0,no info,2,30,9,3,2019,"('mumbai', 'hyderabad')",4784
Indigo,banglore,delhi,170,0,no info,13,0,24,6,2019,"('banglore', 'delhi')",3943
Air India,delhi,cochin,640,1,no info,21,0,3,6,2019,"('delhi', 'cochin')",8372
Jet Airways,delhi,cochin,810,2,in-flight meal not included,5,30,24,6,2019,"('delhi', 'cochin')",10368
Jet Airways,delhi,cochin,1100,1,in-flight meal not included,18,15,21,5,2019,"('delhi', 'cochin')",12898
Jet Airways,delhi,cochin,655,1,no info,17,30,1,6,2019,"('delhi', 'cochin')",14714
Multiple Carriers,delhi,cochin,575,1,no info,16,0,21,3,2019,"('delhi', 'cochin')",13542
Jet Airways,delhi,cochin,1210,1,no info,22,50,1,6,2019,"('delhi', 'cochin')",14714
Air India,kolkata,banglore,1700,2,no info,9,25,1,5,2019,"('kolkata', 'banglore')",15532
Indigo,banglore,new delhi,290,1,no info,7,30,1,3,2019,"('banglore', 'new delhi')",8110
Multiple Carriers,delhi,cochin,660,1,no info,10,0,3,3,2019,"('delhi', 'cochin')",16863
Spicejet,kolkata,banglore,150,0,no info,17,15,21,3,2019,"('kolkata', 'banglore')",3847
Jet Airways,banglore,new delhi,1585,1,in-flight meal not included,20,35,12,3,2019,"('banglore', 'new delhi')",11087
Multiple Carriers,delhi,cochin,600,1,no info,9,0,27,5,2019,"('delhi', 'cochin')",10407
Jet Airways,delhi,cochin,1615,2,in-flight meal not included,9,40,27,6,2019,"('delhi', 'cochin')",11118
Jet Airways,kolkata,banglore,890,1,no info,21,10,12,5,2019,"('kolkata', 'banglore')",14388
Air India,delhi,cochin,1560,2,no info,17,15,9,6,2019,"('delhi', 'cochin')",12392
Indigo,banglore,delhi,170,0,no info,23,30,24,5,2019,"('banglore', 'delhi')",4591
Air India,kolkata,banglore,1195,2,no info,12,0,6,5,2019,"('kolkata', 'banglore')",10151
Air India,kolkata,banglore,955,2,no info,9,25,9,6,2019,"('kolkata', 'banglore')",11668
Indigo,delhi,cochin,615,1,no info,10,45,21,3,2019,"('delhi', 'cochin')",6838
Jet Airways,banglore,new delhi,1090,1,in-flight meal not included,14,5,15,3,2019,"('banglore', 'new delhi')",9134
Jet Airways,delhi,cochin,1790,2,no info,6,45,27,6,2019,"('delhi', 'cochin')",13376
Air India,kolkata,banglore,875,2,no info,5,50,6,6,2019,"('kolkata', 'banglore')",10991
Jet Airways,mumbai,hyderabad,90,0,no info,15,50,15,3,2019,"('mumbai', 'hyderabad')",5678
Multiple Carriers,delhi,cochin,385,1,no info,9,45,6,6,2019,"('delhi', 'cochin')",9646
Indigo,banglore,new delhi,165,0,no info,1,30,15,3,2019,"('banglore', 'new delhi')",5694
Air India,kolkata,banglore,1320,2,no info,14,30,9,5,2019,"('kolkata', 'banglore')",15107
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,24,6,2019,"('mumbai', 'hyderabad')",3210
Indigo,kolkata,banglore,280,1,no info,17,35,6,5,2019,"('kolkata', 'banglore')",5699
Jet Airways,banglore,delhi,185,0,no info,18,55,18,4,2019,"('banglore', 'delhi')",7229
Jet Airways,delhi,cochin,195,0,no info,11,0,15,6,2019,"('delhi', 'cochin')",9564
Air India,mumbai,hyderabad,85,0,no info,15,0,24,3,2019,"('mumbai', 'hyderabad')",2050
Air India,banglore,new delhi,165,0,no info,10,0,3,3,2019,"('banglore', 'new delhi')",11423
Goair,banglore,delhi,165,0,no info,20,55,18,4,2019,"('banglore', 'delhi')",5048
Indigo,delhi,cochin,380,1,no info,16,10,27,5,2019,"('delhi', 'cochin')",6938
Air India,banglore,new delhi,1545,2,no info,8,50,18,3,2019,"('banglore', 'new delhi')",11885
Indigo,delhi,cochin,315,1,no info,7,15,21,5,2019,"('delhi', 'cochin')",5636
Air India,delhi,cochin,1580,2,no info,16,55,1,6,2019,"('delhi', 'cochin')",13801
Indigo,mumbai,hyderabad,95,0,no info,20,5,27,6,2019,"('mumbai', 'hyderabad')",2227
Jet Airways,kolkata,banglore,685,1,no info,8,25,15,5,2019,"('kolkata', 'banglore')",14781
Multiple Carriers,delhi,cochin,760,1,no info,12,50,12,6,2019,"('delhi', 'cochin')",6795
Indigo,delhi,cochin,320,1,no info,6,50,24,6,2019,"('delhi', 'cochin')",5298
Jet Airways,banglore,new delhi,495,1,in-flight meal not included,7,0,21,3,2019,"('banglore', 'new delhi')",7832
Air Asia,banglore,delhi,165,0,no info,11,10,24,5,2019,"('banglore', 'delhi')",3383
Jet Airways,kolkata,banglore,590,1,no info,8,25,15,5,2019,"('kolkata', 'banglore')",14781
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,15,5,2019,"('banglore', 'delhi')",4030
Jet Airways,kolkata,banglore,1090,1,no info,14,5,18,5,2019,"('kolkata', 'banglore')",14388
Air India,delhi,cochin,1595,2,no info,16,40,27,5,2019,"('delhi', 'cochin')",9968
Indigo,delhi,cochin,810,1,no info,7,30,27,5,2019,"('delhi', 'cochin')",6526
Vistara,kolkata,banglore,1440,1,no info,20,20,18,5,2019,"('kolkata', 'banglore')",9555
Jet Airways,delhi,cochin,865,1,in-flight meal not included,14,0,3,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,11,30,21,3,2019,"('delhi', 'cochin')",7438
Indigo,delhi,cochin,625,1,no info,11,55,6,3,2019,"('delhi', 'cochin')",6442
Indigo,banglore,delhi,170,0,no info,10,10,1,4,2019,"('banglore', 'delhi')",3943
Air India,kolkata,banglore,760,2,no info,9,10,1,5,2019,"('kolkata', 'banglore')",12009
Spicejet,banglore,delhi,160,0,no info,5,55,6,4,2019,"('banglore', 'delhi')",4423
Indigo,kolkata,banglore,255,1,no info,6,15,3,4,2019,"('kolkata', 'banglore')",4226
Indigo,banglore,delhi,170,0,no info,4,0,15,5,2019,"('banglore', 'delhi')",3943
Jet Airways,kolkata,banglore,505,1,in-flight meal not included,9,35,6,5,2019,"('kolkata', 'banglore')",12384
Jet Airways,delhi,cochin,1460,2,no info,12,15,27,6,2019,"('delhi', 'cochin')",14300
Indigo,delhi,cochin,345,1,no info,21,50,12,6,2019,"('delhi', 'cochin')",5775
Multiple Carriers,delhi,cochin,675,1,no info,8,0,1,6,2019,"('delhi', 'cochin')",16108
Jet Airways,delhi,cochin,1095,2,no info,18,20,27,6,2019,"('delhi', 'cochin')",14300
Multiple Carriers,delhi,cochin,795,1,no info,2,15,27,3,2019,"('delhi', 'cochin')",12327
Multiple Carriers,delhi,cochin,690,1,no info,14,0,24,6,2019,"('delhi', 'cochin')",13377
Jet Airways,delhi,cochin,620,1,no info,2,15,27,5,2019,"('delhi', 'cochin')",16376
Jet Airways,delhi,cochin,1365,2,in-flight meal not included,5,40,9,3,2019,"('delhi', 'cochin')",13764
Indigo,delhi,cochin,415,1,no info,18,35,15,5,2019,"('delhi', 'cochin')",7191
Air India,kolkata,banglore,1045,2,no info,5,50,6,5,2019,"('kolkata', 'banglore')",11883
Jet Airways,delhi,cochin,1595,1,in-flight meal not included,10,0,21,5,2019,"('delhi', 'cochin')",12898
Jet Airways,kolkata,banglore,1295,1,no info,20,25,18,5,2019,"('kolkata', 'banglore')",14151
Jet Airways,delhi,cochin,330,1,no info,7,5,15,6,2019,"('delhi', 'cochin')",14714
Jet Airways,delhi,cochin,505,2,in-flight meal not included,20,0,24,6,2019,"('delhi', 'cochin')",12410
Multiple Carriers,delhi,cochin,395,1,no info,8,55,27,3,2019,"('delhi', 'cochin')",7845
Jet Airways,delhi,cochin,655,1,in-flight meal not included,17,30,9,5,2019,"('delhi', 'cochin')",12373
Jet Airways,delhi,cochin,330,1,no info,7,5,9,5,2019,"('delhi', 'cochin')",15554
Air India,kolkata,banglore,970,2,no info,16,45,6,6,2019,"('kolkata', 'banglore')",14960
Indigo,delhi,cochin,570,1,no info,16,0,24,6,2019,"('delhi', 'cochin')",6316
Multiple Carriers,delhi,cochin,600,1,no info,9,0,9,6,2019,"('delhi', 'cochin')",12192
Indigo,delhi,cochin,425,1,no info,5,5,24,4,2019,"('delhi', 'cochin')",6171
Air India,delhi,cochin,675,1,no info,8,0,9,3,2019,"('delhi', 'cochin')",16754
Multiple Carriers,delhi,cochin,385,1,no info,12,50,27,3,2019,"('delhi', 'cochin')",6953
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,6,5,2019,"('banglore', 'delhi')",4544
Jet Airways,delhi,cochin,440,2,no info,11,40,15,6,2019,"('delhi', 'cochin')",18804
Air India,delhi,cochin,705,1,no info,20,30,9,3,2019,"('delhi', 'cochin')",8991
Jet Airways,kolkata,banglore,435,1,no info,10,20,9,5,2019,"('kolkata', 'banglore')",8355
Jet Airways,kolkata,banglore,1480,1,no info,20,25,24,5,2019,"('kolkata', 'banglore')",14151
Jet Airways,banglore,new delhi,1100,1,in-flight meal not included,18,55,12,3,2019,"('banglore', 'new delhi')",11087
Air India,banglore,new delhi,1795,2,no info,17,0,1,3,2019,"('banglore', 'new delhi')",14887
Spicejet,kolkata,banglore,155,0,no info,6,55,9,4,2019,"('kolkata', 'banglore')",3873
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,2,15,9,3,2019,"('delhi', 'cochin')",11848
Air India,banglore,delhi,165,0,no info,17,0,27,5,2019,"('banglore', 'delhi')",6961
Goair,banglore,delhi,175,0,no info,7,45,27,4,2019,"('banglore', 'delhi')",5048
Air India,kolkata,banglore,1165,2,no info,10,0,1,4,2019,"('kolkata', 'banglore')",12639
Air India,kolkata,banglore,1390,2,no info,12,0,18,5,2019,"('kolkata', 'banglore')",10676
Air India,delhi,cochin,320,1,no info,17,40,24,6,2019,"('delhi', 'cochin')",7174
Vistara,delhi,cochin,190,0,no info,6,0,18,6,2019,"('delhi', 'cochin')",6216
Vistara,kolkata,banglore,765,1,no info,20,20,6,6,2019,"('kolkata', 'banglore')",8452
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,15,27,3,2019,"('kolkata', 'banglore')",3815
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,18,55,18,5,2019,"('kolkata', 'banglore')",7757
Indigo,kolkata,banglore,160,0,no info,20,25,27,3,2019,"('kolkata', 'banglore')",4462
Jet Airways,kolkata,banglore,1295,1,no info,20,25,9,5,2019,"('kolkata', 'banglore')",11467
Air India,delhi,cochin,1115,2,no info,13,5,27,3,2019,"('delhi', 'cochin')",8892
Multiple Carriers,delhi,cochin,825,1,no info,6,0,9,3,2019,"('delhi', 'cochin')",13941
Indigo,delhi,cochin,300,1,no info,16,0,18,5,2019,"('delhi', 'cochin')",6069
Vistara,mumbai,hyderabad,1290,1,no info,11,55,6,3,2019,"('mumbai', 'hyderabad')",12395
Indigo,chennai,kolkata,145,0,no info,11,35,1,5,2019,"('chennai', 'kolkata')",4332
Jet Airways,banglore,new delhi,900,1,in-flight meal not included,8,0,21,3,2019,"('banglore', 'new delhi')",7832
Spicejet,kolkata,banglore,140,0,no info,22,20,1,3,2019,"('kolkata', 'banglore')",5515
Multiple Carriers,delhi,cochin,740,1,no info,6,40,24,6,2019,"('delhi', 'cochin')",10877
Air India,kolkata,banglore,1350,1,no info,9,25,24,5,2019,"('kolkata', 'banglore')",8366
Air India,delhi,cochin,1255,1,no info,12,30,24,6,2019,"('delhi', 'cochin')",7480
Air India,delhi,cochin,435,2,no info,12,0,24,6,2019,"('delhi', 'cochin')",9548
Jet Airways,kolkata,banglore,585,1,in-flight meal not included,18,55,1,4,2019,"('kolkata', 'banglore')",7064
Jet Airways,banglore,delhi,175,0,no info,11,10,9,4,2019,"('banglore', 'delhi')",7229
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,13,55,24,3,2019,"('kolkata', 'banglore')",11134
Multiple Carriers,delhi,cochin,540,1,no info,10,0,21,5,2019,"('delhi', 'cochin')",10197
Multiple Carriers,delhi,cochin,510,1,no info,10,45,6,3,2019,"('delhi', 'cochin')",15077
Air Asia,kolkata,banglore,155,0,no info,10,20,24,5,2019,"('kolkata', 'banglore')",4409
Jet Airways,banglore,new delhi,1425,1,in-flight meal not included,11,40,21,3,2019,"('banglore', 'new delhi')",7832
Multiple Carriers,delhi,cochin,605,1,no info,9,10,27,3,2019,"('delhi', 'cochin')",10667
Multiple Carriers,delhi,cochin,465,1,no info,17,45,27,5,2019,"('delhi', 'cochin')",6795
Jet Airways,delhi,cochin,540,1,no info,10,0,3,6,2019,"('delhi', 'cochin')",14714
Jet Airways,kolkata,banglore,425,1,in-flight meal not included,16,30,9,6,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,1615,2,in-flight meal not included,9,40,6,6,2019,"('delhi', 'cochin')",11733
Spicejet,kolkata,banglore,155,0,no check-in baggage included,6,55,24,4,2019,"('kolkata', 'banglore')",3841
Jet Airways,delhi,cochin,825,1,no info,22,50,1,6,2019,"('delhi', 'cochin')",14714
Jet Airways,delhi,cochin,395,1,in-flight meal not included,21,50,21,5,2019,"('delhi', 'cochin')",12898
Jet Airways,kolkata,banglore,475,1,in-flight meal not included,8,25,18,5,2019,"('kolkata', 'banglore')",10844
Indigo,kolkata,banglore,150,0,no info,14,25,27,6,2019,"('kolkata', 'banglore')",4804
Indigo,kolkata,banglore,240,1,no info,6,20,9,5,2019,"('kolkata', 'banglore')",4226
Indigo,mumbai,hyderabad,90,0,no info,12,0,27,6,2019,"('mumbai', 'hyderabad')",2754
Air India,kolkata,banglore,1830,2,no info,12,0,12,5,2019,"('kolkata', 'banglore')",10676
Air Asia,banglore,delhi,170,0,no info,23,55,9,4,2019,"('banglore', 'delhi')",4483
Spicejet,kolkata,banglore,155,0,no check-in baggage included,6,55,3,4,2019,"('kolkata', 'banglore')",3841
Multiple Carriers,delhi,cochin,615,1,no info,8,45,12,6,2019,"('delhi', 'cochin')",11789
Jet Airways,delhi,cochin,425,2,no info,5,30,9,5,2019,"('delhi', 'cochin')",16274
Air India,kolkata,banglore,1035,2,no info,20,30,1,5,2019,"('kolkata', 'banglore')",15164
Air Asia,delhi,cochin,340,1,no info,16,45,15,6,2019,"('delhi', 'cochin')",6853
Air Asia,kolkata,banglore,155,0,no info,10,20,15,6,2019,"('kolkata', 'banglore')",4409
Vistara,kolkata,banglore,1625,1,no info,20,20,24,5,2019,"('kolkata', 'banglore')",9345
Indigo,banglore,new delhi,175,0,no info,18,25,24,3,2019,"('banglore', 'new delhi')",7303
Indigo,mumbai,hyderabad,90,0,no info,2,35,21,5,2019,"('mumbai', 'hyderabad')",2754
